,Symbol,latestOI,prevOI,changeInOI,%chng in OI,volume,futValue,optValue,total,premValue,underlyingValue
60,NHPC,16807,16738,69,0.41,340,234.33344,156415360,257.81504,23.4816,79
61,BHARATFORG,24669,24568,101,0.41,1295,1642.1385,816877270,1811.5112,169.3727,1469
62,INDUSINDBK,87064,86715,349,0.4,2778,3025.6051,1407787283,3271.75793,246.15283,864
63,NUVAMA,8155,8123,32,0.39,210,397.6829,120364145,423.72435,26.04145,1461
64,PERSISTENT,30092,29974,118,0.39,862,1267.89996,432473836,1382.93832,115.03836,6274
65,HCLTECH,59689,59456,233,0.39,1127,1155.4222,533718594,1229.72815,74.30594,1625
66,PETRONET,39319,39170,149,0.38,949,390.58262,476953295,456.26657,65.68395,284
67,POLICYBZR,21720,21640,80,0.37,730,1153.08105,372441198,1218.17304,65.09198,1831
68,EICHERMOT,46667,46496,171,0.37,2838,1799.0369,1948284530,2095.7822,296.7453,7318
69,ABCAPITAL,32295,32178,117,0.36,765,1796.37219,689652350,1924.66569,128.2935,354
70,SOLARINDS,35889,35759,130,0.36,852,596.43121,491202503,658.33125,61.90003,12210
71,VEDL,129867,129403,464,0.36,2755,3601.70777,1604858545,3938.41822,336.71045,604
72,KFINTECH,8758,8727,31,0.36,94,316.60915,19828975,320.5989,3.98975,1078
73,RBLBANK,30029,29924,105,0.35,822,1677.83478,678536679,1772.20657,94.37179,313
74,COALINDIA,78989,78720,269,0.34,1111,1108.35972,505910893,1185.39153,77.03181,400
75,AXISBANK,154042,153521,521,0.34,3463,4551.90725,2339182525,4817.42,265.51275,1265
76,TATASTEEL,79258,78990,268,0.34,3062,5474.03615,2567345605,5906.2322,432.19605,180
77,WIPRO,48657,48494,163,0.34,2323,2940.1932,1602649830,3230.1915,289.9983,266
78,NTPC,81871,81599,272,0.33,2127,2115.5916,856692675,2220.38085,104.78925,330
79,IIFL,11709,11671,38,0.33,166,292.49748,144240244,327.94492,35.44744,610
80,TMPV,178484,177905,579,0.33,6759,3845.80928,1674050680,4169.15608,323.3468,366
81,APOLLOHOSP,36294,36178,116,0.32,1029,807.57967,840067311,913.00278,105.42311,7054
82,DALBHARAT,11596,11559,37,0.32,130,371.03001,55448324,382.50325,11.47324,2145
83,AUROPHARMA,47465,47317,148,0.31,606,840.66592,323081214,894.45807,53.79214,1177
84,IRFC,38972,38851,121,0.31,2210,2733.51457,974336002,2990.1946,256.68002,125
85,CAMS,15879,15831,48,0.3,216,809.33212,40922752,817.98465,8.65252,740
86,IEX,30478,30388,90,0.3,507,739.5,188936400,783.9765,44.4765,134
87,BHARTIARTL,122348,121990,358,0.29,4432,6424.5335,3890257752,6863.70102,439.16752,2117
88,KPITTECH,11777,11743,34,0.29,164,371.86752,46260098,384.9885,13.12098,1177
89,LICHSGFIN,45865,45733,132,0.29,411,454.7809,180482620,483.7071,28.9262,537
90,DIXON,128937,128569,368,0.29,8808,6222.93413,4993697557,7347.63471,1124.70057,12116
91,TATACONSUM,27206,27129,77,0.28,509,1337.44891,206015419,1370.35811,32.90919,1189
92,CGPOWER,23068,23003,65,0.28,261,580.68549,89392349,598.00398,17.31849,648
93,BIOCON,25351,25281,70,0.28,406,1408.176,266204300,1455.844,47.668,391
94,PAYTM,30811,30726,85,0.28,477,1304.29116,333625127,1368.61744,64.32627,1296
95,PGEL,16406,16362,44,0.27,367,671.50816,139458356,703.31673,31.80856,571
96,TATAELXSI,23186,23124,62,0.27,449,394.32007,205852910,433.84917,39.5291,5234
97,IRCTC,50687,50552,135,0.27,779,655.63452,419847723,712.82426,57.18973,683
98,IDFCFIRSTB,48185,48057,128,0.27,684,1446.23962,413255601,1504.38088,58.14126,85
99,ASIANPAINT,73240,73054,186,0.25,1131,701.44312,729000507,800.1982,98.75507,2765
100,INDHOTEL,33973,33887,86,0.25,511,919.3888,294128850,955.8773,36.4885,736
101,PAGEIND,19783,19733,50,0.25,510,296.39546,260370454,315.225,18.82954,35740
102,LTIM,18995,18947,48,0.25,323,813.03502,219581230,855.52233,42.4873,6083
103,ADANIPORTS,70441,70266,175,0.25,1020,991.78038,617144177,1066.50215,74.72177,1472
104,BOSCHLTD,9767,9743,24,0.25,144,144.85247,116014357,156.99604,12.14357,35955
105,SUNPHARMA,67108,66945,163,0.24,745,875.80902,370180440,915.84342,40.0344,1716
106,YESBANK,49051,48938,113,0.23,580,1136.79208,289792288,1176.00296,39.21088,21
107,JUBLFOOD,29461,29395,66,0.22,402,925.23225,194941937,957.27662,32.04437,557
108,MOTHERSON,33117,33043,74,0.22,344,987.82407,165621222,1010.53479,22.71072,120
109,PNB,43065,42970,95,0.22,819,2785.8656,549574560,2885.0512,99.1856,123
110,COFORGE,84519,84334,185,0.22,1561,1272.90712,902648111,1469.11323,196.20611,1663
111,KOTAKBANK,114725,114478,247,0.22,4283,5479.1638,3304089212,5919.33592,440.17212,2196
112,TRENT,124635,124368,267,0.21,1631,1413.20012,576575831,1526.90843,113.70831,4268
113,MPHASIS,23939,23888,51,0.21,180,417.59701,102426043,441.54495,23.94793,2802
114,DIVISLAB,40539,40454,85,0.21,507,653.92933,257882732,682.30665,28.37732,6371
115,RELIANCE,279516,278940,576,0.21,16057,16373.35485,11210771945,17775.2743,1401.91945,1582
116,UPL,41442,41358,84,0.2,1203,2171.05349,1109572847,2380.84746,209.79397,791
117,BANKBARODA,42106,42022,84,0.2,1248,2496.34885,860193184,2651.10007,154.75122,296
118,ADANIENT,104516,104308,208,0.2,1558,2348.10994,875822341,2528.24229,180.13235,2241
119,NMDC,74972,74825,147,0.2,951,1854.0414,364427302,1927.63192,73.59052,82
120,EXIDEIND,25677,25627,50,0.2,275,678.26844,115671798,696.44142,18.17298,363
121,BANKINDIA,13706,13681,25,0.18,167,421.1506,86110232,443.85692,22.70632,143
122,ABB,24207,24163,44,0.18,236,455.25435,111153197,470.22382,14.96947,5168
123,PPLPHARMA,12752,12729,23,0.18,166,371.71785,41075501,377.23848,5.52063,171
124,BEL,134561,134320,241,0.18,4276,3535.85235,2154174822,3868.96933,333.11697,397
125,GODREJPROP,43052,42975,77,0.18,352,744.18918,124691220,770.32139,26.1322,2006
126,TATATECH,22536,22496,40,0.18,137,352.4548,38026368,359.99848,7.54368,643
127,LUPIN,20973,20936,37,0.18,337,780.09719,229183404,811.44123,31.34404,2096
128,UNIONBANK,24978,24934,44,0.18,424,779.31507,218693235,824.54742,45.23235,153
129,BAJAJFINSV,91332,91172,160,0.18,1397,1768.32887,546846427,1860.39315,92.06427,2036
130,DABUR,28111,28063,48,0.17,530,544.13975,286749887,582.88862,38.74887,502
131,NESTLEIND,38153,38088,65,0.17,442,887.19415,200552015,916.5643,29.37015,1292
132,FORTIS,18200,18169,31,0.17,95,240.55868,42982344,247.85213,7.29344,881
133,INFY,225246,224866,380,0.17,4193,6327.82088,2158352468,6697.26556,369.44468,1622
134,JIOFIN,96955,96793,162,0.17,886,1776.17535,458184858,1836.21268,60.03733,295
135,CUMMINSIND,20700,20666,34,0.16,228,472.2724,159692128,503.99368,31.72128,4441
136,LICI,23878,23839,39,0.16,277,204.77583,151329213,219.26296,14.48713,854
137,ICICIPRULI,21819,21784,35,0.16,231,416.12688,105346538,435.62727,19.50038,667
138,360ONE,5744,5735,9,0.16,64,153.9928,23473825,159.33105,5.33825,1184
139,ALKEM,13111,13091,20,0.15,85,240.52158,35362113,245.51772,4.99613,5464
140,HINDZINC,75484,75369,115,0.15,3931,3977.94323,2698777593,4736.99917,759.05593,616
141,OBEROIRLTY,14699,14677,22,0.15,98,298.16619,28496727,303.83346,5.66727,1664
142,CONCOR,44121,44055,66,0.15,974,1620.34587,492865812,1724.004,103.65812,528
143,KALYANKJIL,34951,34899,52,0.15,247,354.74119,110830429,379.75424,25.01304,482
144,TECHM,40060,40002,58,0.14,498,1520.4528,337399710,1575.4899,55.0371,1596
145,HINDALCO,120975,120803,172,0.14,1914,1914.72911,1020398085,2102.96996,188.24085,887
146,MARICO,30723,30680,43,0.14,302,999.63036,177155988,1023.27024,23.63988,746
147,GAIL,42023,41965,58,0.14,546,485.93475,253795059,526.07709,40.14234,172
148,SIEMENS,21197,21168,29,0.14,581,388.53444,281001150,436.43344,47.899,3075
149,INDIGO,100774,100644,130,0.13,12255,10530.97363,8578374751,12005.12115,1474.14751,5145
150,SUZLON,49778,49714,64,0.13,501,837.27,171329426,864.15277,26.88276,52
151,NYKAA,19604,19579,25,0.13,136,306.61562,85057750,321.8025,15.18687,264
152,ADANIGREEN,53506,53439,67,0.13,402,528.081,200361306,579.05406,50.97306,1016
153,HDFCLIFE,40300,40251,49,0.12,383,705.45354,253994257,742.12611,36.67257,751
154,BANDHANBNK,45335,45280,55,0.12,328,554.81904,123264216,584.4312,29.61216,145
155,CHOLAFIN,29874,29839,35,0.12,669,1383.38237,587130337,1479.31075,95.92837,1700
156,POWERINDIA,6840,6832,8,0.12,29,101.20047,17573840,104.18887,2.9884,18317
157,HINDUNILVR,63700,63626,74,0.12,1167,1143.12891,709400619,1220.2551,77.12619,2313
158,DLF,79241,79149,92,0.12,952,697.60308,487393310,784.39119,86.7881,688
159,GLENMARK,41315,41270,45,0.11,313,663.76691,178312140,700.36331,36.5964,2025
160,SBICARD,27660,27630,30,0.11,238,505.72088,117474552,523.8264,18.10552,859
161,ICICIBANK,231362,231115,247,0.11,2522,4989.59685,1917219150,5224.26835,234.6715,1345
162,ULTRACEMCO,71727,71654,73,0.1,1072,1164.94664,531850261,1239.24925,74.30261,11835
163,AMBUJACEM,66861,66793,68,0.1,315,422.87479,145877518,442.88748,20.01268,555
164,SHREECEM,12870,12859,11,0.09,87,426.57498,16001608,428.27857,1.70358,26550
165,OFSS,24920,24900,20,0.08,262,342.65016,118774843,366.84859,24.19843,7695
166,HDFCAMC,25615,25595,20,0.08,273,426.9801,181690815,457.50825,30.52815,2659
167,ADANIENSOL,30188,30165,23,0.08,375,398.07348,227306250,468.40848,70.335,1028
168,TATAPOWER,66945,66894,51,0.08,645,592.76609,305282478,642.27837,49.51228,379
169,PATANJALI,47555,47519,36,0.08,245,768.54564,45731061,777.07125,8.52561,545
170,POWERGRID,65765,65716,49,0.07,530,630.79905,207846016,657.25921,26.46016,264
171,INOXWIND,33910,33885,25,0.07,143,267.56015,39524020,276.25347,8.69332,124
172,UNOMINDA,8494,8488,6,0.07,37,106.1808,16202807,109.58887,3.40807,1280
173,ICICIGI,18268,18256,12,0.07,54,179.64323,17225806,181.86129,2.21806,1960
174,NAUKRI,27446,27429,17,0.06,127,196.79745,45569628,206.39373,9.59628,1337
175,TIINDIA,20992,20979,13,0.06,80,89.36548,33517956,95.26504,5.89956,2614
176,CROMPTON,42416,42390,26,0.06,379,316.30032,147710088,344.4012,28.10088,252
177,MAXHEALTH,49234,49205,29,0.06,224,430.74423,83742261,442.70934,11.96511,1043
178,DELHIVERY,10842,10836,6,0.06,119,419.28736,59805712,428.45948,9.17212,402
179,GRASIM,69789,69753,36,0.05,290,562.09065,153176610,583.40675,21.3161,2831
180,GODREJCP,22123,22112,11,0.05,162,293.7669,71887470,307.5916,13.8247,1215
181,LTF,32403,32387,16,0.05,1581,1709.50882,988615665,1940.85922,231.3504,313
182,VBL,57984,57958,26,0.04,1151,1411.22193,509918175,1535.48493,124.263,491
183,PNBHOUSING,29634,29621,13,0.04,144,261.72146,64911385,281.70031,19.97885,954
184,HAVELLS,20588,20579,9,0.04,144,251.26005,79219610,265.45615,14.1961,1428
185,HDFCBANK,465278,465104,174,0.04,5616,5278.91408,2590358133,5602.90291,323.98883,994
186,LODHA,33299,33287,12,0.04,209,481.85383,54620905,495.48789,13.63405,1062
187,SONACOMS,14029,14024,5,0.04,70,229.46663,18948912,233.6745,4.20787,476
188,PHOENIXLTD,10399,10396,3,0.03,13,26.14318,6037167,27.15485,1.01167,1850
189,KEI,7638,7636,2,0.03,238,502.99368,141490977,535.92845,32.93477,4467
190,BRITANNIA,26272,26268,4,0.02,369,604.99288,219974193,629.92232,24.92943,6007
191,INDUSTOWER,72827,72817,10,0.01,7148,14453.81718,3843626560,15331.89778,878.0806,427
192,SRF,24545,24542,3,0.01,468,579.37046,239294786,612.09832,32.72786,3059
193,TORNTPHARM,9635,9634,1,0.01,34,230.241,9629977,231.54077,1.29977,3831
194,ETERNAL,143135,143128,7,0.0,2104,3500.07379,1129997329,3731.25583,231.18204,280
195,COLPAL,40185,40185,0,0.0,1006,1232.82803,357227397,1290.242,57.41397,2090
196,MFSL,23114,23116,-2,-0.01,77,208.1588,31861000,214.6088,6.45,1669
197,CIPLA,45091,45095,-4,-0.01,596,549.70687,286939590,586.87777,37.1709,1502
198,SAIL,62944,62962,-18,-0.03,2843,4499.65874,1595538516,4945.6079,445.94916,147
199,ONGC,68775,68800,-25,-0.04,2511,2381.62725,1148504107,2534.02582,152.39857,238
200,PIIND,15831,15837,-6,-0.04,108,222.00916,39934749,228.56916,6.55999,3227
201,JSWENERGY,52875,52899,-24,-0.05,461,457.0048,183390260,499.1074,42.1026,483
202,JSWSTEEL,97792,97860,-68,-0.07,2827,2501.27912,2025268042,2853.67704,352.39792,1166
203,SBILIFE,27587,27608,-21,-0.08,437,683.34187,277184223,714.23411,30.89223,2036
204,BAJAJ-AUTO,61446,61494,-48,-0.08,3619,1785.35655,2435884869,2103.10524,317.74869,9346
205,BLUESTARCO,8099,8106,-7,-0.09,51,113.28726,17979178,117.18905,3.90178,1733
206,TITAN,84603,84679,-76,-0.09,2416,3603.12433,1388340642,3826.10075,222.97642,4046
207,PRESTIGE,11007,11028,-21,-0.19,93,534.35988,14207382,538.5537,4.19382,1598
208,POLYCAB,25236,25286,-50,-0.2,1248,1525.50675,1060616792,1669.92467,144.41792,7568
209,PIDILITIND,17700,17736,-36,-0.2,340,423.5619,215094060,454.7025,31.1406,1477
210,HUDCO,22909,23021,-112,-0.49,1412,2936.32157,626789583,3096.02615,159.70458,228
211,TORNTPOWER,8177,8231,-54,-0.66,174,294.43371,69108336,309.17207,14.73836,1298
212,FINNIFTY,4704,4744,-40,-0.84,1208,166.65198,2010631701,357.58899,190.93701,27631
